"","X.1","X","all_comments.authorDisplayName","all_comments.likeCount","all_comments.textOriginal","all_comments.publishedAt"
"1215",1215,1215,"Joseph Barclay Ross",0,"Maybe you need to electric game some more and ignore reality? Whatever you do, don't google:  https://www.youtube.com/watch?v=tiRkt1g8jiM    or, if this Youtube Video has been taken down, then:    https://153news.net/watch_video.php?v=R5XUU1SKHAWX   You probably couldn't handle the truth.","4/10/18"
"1216",1216,1216,"Joseph Barclay Ross",0,"It should be delivered to her in prison for treason.","4/14/18"
"1217",1217,1217,"Joseph Barclay Ross",0,"Or a long prison sentence for fraud and treason.","4/10/18"
"1218",1218,1218,"Mark Fox",0,"Mario Mendoza facts B","4/9/18"
"1219",1219,1219,"Emoney The King",0,"Electric GamingFTW cause I like her","4/18/18"
"1220",1220,1220,"Electric GamingFTW",0,"Emoney The King ok so why would you say that","4/10/18"
"1221",1221,1221,"Clayton Vaughn",0,"hook guns will not make you a murderer","4/7/18"
"1222",1222,1222,"jason walters",0,"NJ videos she is 100% FAKE.  When she said she used a book to block bullets I LMAO....SMH","4/5/18"
"1223",1223,1223,"paige brennan",0,"indi13lli you obviously have not lost someone dearly to you. You think she would go on T.V and ball her eyes out? Her way of coping is smiling so no one else knows the pain she is going through. If she balled her eyes out she would be called an attention seeker. So she did an amazing job. My point has been made buh bye.","4/10/18"
"1224",1224,1224,"jason walters",0,"The book was called bullshit_ÌâåªÌÄå»Ìâå© by Samantha Grady.","4/5/18"
"1225",1225,1225,"ShantelleDoes MC",0,"I saw another comment of yours. I just wanna know WTF IS WRONG WITH YOU. I dont get if you think the shooting is fake or if sheÌâå_ÌâåÑÌÄåös being fake but either way you should show a least a little respect.","4/22/18"
"1226",1226,1226,"Joseph Barclay Ross",0,"She actually cries no real tears, if you look closely. Typical of paid crisis actors.","4/14/18"
"1227",1227,1227,"Clayton Vaughn",0,"hook how about my rights. Banning guns will not solve anything","4/7/18"
"1228",1228,1228,"paige brennan",0,"Angel Stone you obviously have not lost someone dearly to you. You think she would go on T.V and ball her eyes out? Her way of coping is smiling so no one else knows the pain she is going through. If she balled her eyes out she would be called an attention seeker. So she did an amazing job. My point has been made buh bye.","4/10/18"
"1229",1229,1229,"paige brennan",0,"Mark Fox you obviously have not lost someone dearly to you. You think she would go on T.V and ball her eyes out? Her way of coping is smiling so no one else knows the pain she is going through. If she balled her eyes out she would be called an attention seeker. So she did an amazing job. My point has been made buh bye.","4/10/18"
"1230",1230,1230,"FNAFVocaloid",0,"MK'S World my school have bullet proof glass","4/16/18"
"1231",1231,1231,"fun time with cousin channel channel",0,"Donald D  17 acting dead wow","4/20/18"
"1232",1232,1232,"Boi Boi",0,"Becuz why not.that what inside the shooter mind or maybe","4/18/18"
"1233",1233,1233,"Too Wheels",0,"Alot","4/18/18"
"1234",1234,1234,"David Paz",0,"Matthew Fuller God thought differently.","4/13/18"
"1235",1235,1235,"Unicorn Best Gaming Friends",0,"Jessica Lee i","4/7/18"
"1236",1236,1236,"paige brennan",0,"She didn't say it stopled the bullet but it definitely did slow it down. Get your facts straight","4/10/18"
"1237",1237,1237,"paige brennan",1,"Squidy Animations she didn't laugh that was her getting a lump out of her throat to keep her from tearing up.  Your stupid.","4/10/18"
"1238",1238,1238,"Adolph Hitler",1,"paige brennan stop trying to analyze me and analyze this ""shooting"" instead. I dare you to provide one piece of evidence to prove me wrong. Fake news got you.","4/10/18"
"1239",1239,1239,"paige brennan",0,"Adolph Hitler I have also some research and 17 people were killed.  It's everywhere.  So when you say I'm a little late at least I know what is correct. Not everyone grieves like you.  I don't want other people to feel my pain so I smile. You don't know her either she probably is going to a therapist. Just because your cold hearted  and want everyone else to feel your pain dosen't mean everyone else does.","4/10/18"
"1240",1240,1240,"Adolph Hitler",1,"paige brennan the truth is that you've been fooled by the media and these kids. Nobody died during the active shooter drill, second drill of the day. You obviously have not looked into it. Yes I have lost people that were as close as can be. I couldn't smile for a long time. Grieving is such a difficult time to go through. I sure wouldn't be trying to do interviews. You really think this girl is grieving, huh? Maybe that's why she's reading off cue cards. Sorry, this has been proven to be a lie a long time ago. You're a little late to the party.","4/10/18"
"1241",1241,1241,"paige brennan",0,"Adolph Hitler it's the truth.","4/10/18"
"1242",1242,1242,"Adolph Hitler",1,"paige brennan nice try","4/10/18"
"1243",1243,1243,"scott burns",0,"you need to wake up and see this is all staged","4/2/18"
"1244",1244,1244,"Danny Draws and Plays",0,"crisis actors","4/10/18"
"1245",1245,1245,"Danny Draws and Plays",0,"this reply was so fake","4/10/18"
"1246",1246,1246,"paige brennan",0,"you obviously have not lost someone dearly to you. You think she would go on T.V and ball her eyes out? Her way of coping is smiling so no one else knows the pain she is going through. If she balled her eyes out she would be called an attention seeker. So she did an amazing job. My point has been made buh bye.","4/10/18"
"1247",1247,1247,"naya 1267",1,"Donald D you idiots","4/14/18"
"1248",1248,1248,"d M",0,"Donald D thank you","4/12/18"
"1249",1249,1249,"Donald D",0,"Piper Faulk prove that itÌâå_ÌâåÑÌÄåös real","4/12/18"
"1250",1250,1250,"Piper Faulk",0,"mother lovebone its not fake","4/6/18"
"1251",1251,1251,"Veronica Nellon",1,"Donald D grow up or get off serious pages","4/16/18"
"1252",1252,1252,"Veronica Nellon",0,"Donald D grow up","4/16/18"
"1253",1253,1253,"Barbara Poore",0,"Les Lieb Hey those rubber bullets really do hurt!","4/15/18"
"1254",1254,1254,"Jenna Brook",0,"Les Lieb The cops were there because the security was needed after the shooting. Like when my school got a threat the cops came immediately and they still come time to time to the security and outside of the building.","4/11/18"
"1255",1255,1255,"Jenna Brook",1,"They are just insane and think everything is Ìâå_ÌâåÑÌâåÒfake newsÌâå_ÌâåÑÌâå.","4/11/18"
"1256",1256,1256,"Park ChimChim",1,"ChimChim's Last Name soreh not the right time_ÌâåªÌâåÉÌÄå_","4/4/18"
"1257",1257,1257,"Park ChimChim",1,"ChimChim's Last Name ARMYYY","4/4/18"
"1258",1258,1258,"Jenna Brook",1,"scott burns Show me proof they werenÌâå_ÌâåÑÌÄåöt killed. Give me footage from that day that shows me the students were not murdered.","4/11/18"
"1259",1259,1259,"Ayla Sims",2,"scott burns Are you really this stupid?
They can show the footage but on YOUTUBE?
This video would be taken down for showing blood and deaths,so theres this really cool thing called google! Go check it out and you can see all the bodies you want to see.
This was a REAL shooting.
Her laughing while talking about her dead best friend is her trying to keep her tears away,it's also called coping.
So if you think this is fake,prove US how it's fake?","4/7/18"
"1260",1260,1260,"Scott Burns",0,"Carl Grimes lets see the link","4/5/18"
"1261",1261,1261,"Carl Grimes",0,"scott burns there is proof.  Want the link?","4/4/18"
"1262",1262,1262,"scott burns",0,"Mad about all the fake shootings","4/3/18"
"1263",1263,1263,"d M",2,"Karra theodore _ÌâåªÌÄåöÌâåÊ_Ìâåª___Ìâåª_ÌÄåÊ_ÌâåªÌâåÉÌâå_ÌâåªÌâåÉÌâå_Ìâåª_ÌâåÓshe should have picked up a an eraser from the black board and a microscopic book and she would still be here today. if she had use her own advice on HERSELF she would still be with us today_Ìâåª__the girl on tv will have survivors guilt her friend gave the advice but she didn't make it.","4/13/18"
"1264",1264,1264,"Jenna Brook",1,"Tim Drake A hard cover school book can help
Lighten the impact of a bullet but not protect you from it hence why she still got grazed.","4/11/18"
"1265",1265,1265,"scott burns",1,"yup....they all are cause this shooting never happened. Just like Las Vegas","4/2/18"
"1266",1266,1266,"fun time with cousin channel channel",0,"How do they fake 17 people dead","4/20/18"
"1267",1267,1267,"Aisha S",0,"Esteban Grasham Well people definitely died but there are 4 different witnesses who say they saw 2 or 3 shooters","4/15/18"
"1268",1268,1268,"Awesomess Ty",1,"The U.S. also has the most corrupt government on the planet and they fake things like this.","4/13/18"
"1269",1269,1269,"Gacha Sweetie",0,"Burn","4/10/18"
"1270",1270,1270,"Veronica Nellon",0,"They never said the next day","4/16/18"
"1271",1271,1271,"Jenna Brook",0,"WhereÌâå_ÌâåÑÌÄåös the other video where she said bullet fragments where in her chest ? Link please. And this wasnÌâå_ÌâåÑÌÄåöt filmed the next day because the school didnÌâå_ÌâåÑÌÄåöt open until weeks later.","4/11/18"
"1272",1272,1272,"Jenna Brook",2,"Donald D You are really stupid hardcover school books can help lighten the impact and deflect bullets. ItÌâå_ÌâåÑÌÄåös common sense.","4/11/18"
"1273",1273,1273,"scott burns",1,"She sure is able to use big hand when describing the horror after being shot.......amazing","4/2/18"
"1274",1274,1274,"scott burns",0,"I don't think I would be on the news","4/2/18"
"1275",1275,1275,"j-p k",0,"Hi Jenna.  The strongest evidence for the Parkland drill taking place on the same day of the shooting is from the words of the victims themselves.  They are compiled here:
https://www.youtube.com/watch?v=OCJI7UJmr2Q
I'd be more than happy to give sources for the rest, but let's see how we do with this one first.","4/11/18"
"1276",1276,1276,"Jenna Brook",0,"j-p k They didnÌâå_ÌâåÑÌÄåöt have a drill in parkland before the shooting that day. The drill happens once there is an active shooter by drill I mean what we are taught to do in case of a shooting. Also were is the evidence to everything you listed above?","4/11/18"
"1277",1277,1277,"Jenna Brook",3,"Donald D you want her to lift her shirt to show a bullet wound on live tv ??? Then you would say she just put make up on. Also using a hardcover book to deflect a bullet is not impossible. She didnÌâå_ÌâåÑÌÄåöt say that the book completely protected her from the bullets hence why she got grazed because books are shields but they do help.","4/11/18"
"1278",1278,1278,"paige brennan",0,"portal2passion you obviously have not lost someone dearly to you. You think she would go on T.V and ball her eyes out? Her way of coping is smiling so no one else knows the pain she is going through. If she balled her eyes out she would be called an attention seeker. So she did an amazing job. My point has been made buh bye.","4/10/18"
"1279",1279,1279,"Emerson Axsom",0,"CreativeSimmer bruh!!!! U get background checked and if you do it right most people go through training.  A shooter isnÌâå_ÌâåÑÌÄåöt gonna say, let me go through all the right training so I can do bad stuff","4/1/18"
"1280",1280,1280,"Mya L",3,"Limbo Kid 
sorry no i dont give my information out to strangers.","4/4/18"
"1281",1281,1281,"Limbo Kid",0,"Mya L I'm 16 living in Sweden.malmo","4/4/18"
"1282",1282,1282,"Limbo Kid",0,"Mya L add me on whatsup +46704647099","4/4/18"
"1283",1283,1283,"Limbo Kid",1,"Mya L Im Swedish citizen age 15 can I give u ma number.we gonna be friends","4/4/18"
"1284",1284,1284,"Mya L",0,"what do you mean?","4/4/18"
"1285",1285,1285,"Nicholas M",0,"BraydenLeSavage no","4/17/18"
"1286",1286,1286,"paige brennan",0,"Em Gee you obviously have not lost someone dearly to you. You think she would go on T.V and ball her eyes out? Her way of coping is smiling so no one else knows the pain she is going through. If she balled her eyes out she would be called an attention seeker. So she did an amazing job. My point has been made buh bye.","4/10/18"
"1287",1287,1287,"Hubba Bubba",0,"will park then how come i still remember it?
You can't just ""forget"" a problem after a month. Don't be so dense to think others are as dense as you to just walk right by this.","4/21/18"
"1288",1288,1288,"Sara Swinerton",0,"James Bryce we are but you clary aren't","4/20/18"
"1289",1289,1289,"Gromitdog1",0,"We don't know 100% if she is lying, its quite possible that some were killed in this false flag.","4/20/18"
"1290",1290,1290,"RogueReaper",0,"Sharlele Tea Room chances are the shooter was once an innocent kid too. But the very people who are crying now made them that way.","4/16/18"
"1291",1291,1291,"Sara Swinerton",0,"petoz2 _ÌâåªÌÄåöÌÄåÏ","4/6/18"
"1292",1292,1292,"d M",0,"Kennedy Logan Morgan there really is a sucker born every minute and you had the balls to try and get jazzy with ignorant comment and I'm assuming you thought of that BRILLIANT comment all by yourself huh ? a mind really is a terrible thing to waste hey I've got magic beans but they will cost a thousand dollars","4/13/18"
"1293",1293,1293,"d M",0,"Hi It's Me_Ìâåª___ÌâåªÌâåÉÌâå_Ìâåª_ÌâåÓ Ive got a favor to ask you I know you don't know me from a can of paint but I wanted to know if I could borrow a 1000 dollars till next week when my taxes come in you can trust me I'm a honest person_ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå__ÌâåªÌâåÉÌÄå__Ìâåª__","4/13/18"
"1294",1294,1294,"scott burns",0,"How do you deture bullets with a book?","4/2/18"
"1295",1295,1295,"paige brennan",0,"Percy you obviously have not lost someone dearly to you. You think she would go on T.V and ball her eyes out? Her way of coping is smiling so no one else knows the pain she is going through. If she balled her eyes out she would be called an attention seeker. So she did an amazing job. My point has been made buh bye.","4/10/18"
"1296",1296,1296,"scott burns",0,"actors usually are. gorgeous and alive. She clearly is fine","4/2/18"
"1297",1297,1297,"jonetee on the beat",0,"i am crying","4/13/18"
"1298",1298,1298,"NJ videos",0,"I am CalÌâå_ÌâåÑÌÄåölisa least one of you could muster a tear or two","4/4/18"
"1299",1299,1299,"spoada",0,"Then you will freeze up and be absolutely useless in a real trama situation.","4/4/18"
"1300",1300,1300,"GOGETAZX1",0,"they're trained crisis actors this is fake","4/2/18"
"1301",1301,1301,"Jaycie Marie",0,"SheÌâå_ÌâåÑÌÄåös my dads sisters daughter.","4/3/18"
"1302",1302,1302,"Lorienne Ortiz",0,"Jaycie Marie really?","4/3/18"
"1303",1303,1303,"Jay Dee",0,"Except that none of the Columbine kids were laughing.","4/2/18"
"1304",1304,1304,"Jenna Brook",0,"Tom How is a person that is grazed by a bullet supposed to look??","4/11/18"
